Char : Freq_in_tokens : Freq_in_corpus
इष : 51 : 19640
टई : 50 : 37872
रउ : 50 : 38207
दय : 50 : 25963
सए : 49 : 64572
घआ : 49 : 20490
धय : 48 : 66069
णए : 48 : 43509
डए : 48 : 30739
उन : 48 : 25539
षट : 48 : 35690
दउ : 48 : 23462
आब : 48 : 27783
कई : 47 : 41855
ढअ : 47 : 31049
एअं : 47 : 30236
अंप : 47 : 22804
गर : 46 : 23344
एअ : 46 : 24686
मअं : 46 : 26099
कर : 46 : 29389
चई : 45 : 103445
रव : 45 : 36989
फअ : 45 : 35164
ओक : 45 : 25157
आट : 45 : 24200
लअं : 44 : 27074
आई : 44 : 24954
खआ : 44 : 28633
ईन : 44 : 28856
दई : 44 : 32982
उद : 44 : 22140
सट : 43 : 20127
ईत : 43 : 31714
एट : 43 : 23349
ळआ : 43 : 26253
थआ : 43 : 24932
हई : 42 : 148938
मए : 42 : 22662
जई : 42 : 30455
सव : 42 : 25821
पऊ : 42 : 31233
उत : 42 : 22305
यओ : 42 : 22622
अंक : 42 : 19427
टर : 41 : 25090
तउ : 41 : 22434
इश : 41 : 22979
ऋत : 41 : 18873
आड : 41 : 19737
इळ : 41 : 20027
मई : 40 : 39493
रऊ : 40 : 41494
डई : 40 : 25212
सओ : 40 : 25932
आश : 40 : 17135
ईक : 40 : 17028
शई : 39 : 35941
एस : 39 : 23548
यउ : 39 : 20235
हओ : 38 : 95429
लओ : 38 : 25553
चइ : 38 : 23783
ईर : 38 : 15608
इम : 38 : 18643
ओड : 38 : 19206
ठई : 37 : 58588
मह : 37 : 49428
सऊ : 37 : 36052
उअ : 37 : 23353
सइ : 37 : 16576
उस : 37 : 19904
उअं : 36 : 22994
डआ : 36 : 15979
एण : 35 : 28174
ळई : 35 : 27491
कउ : 35 : 19778
घए : 35 : 30905
अंध : 35 : 21811
ऱय : 35 : 18624
इट : 35 : 11512
तओ : 34 : 42113
ळए : 34 : 41459
धई : 34 : 30663
कत : 34 : 31346
पओ : 34 : 25494
गउ : 34 : 16649
रत : 34 : 10222
धइ : 33 : 22883
शए : 33 : 25373
एन : 33 : 16456
ईव : 33 : 13942
तव : 33 : 13218
अअं : 32 : 51673
ओट : 32 : 17961
एर : 32 : 14675
रष : 32 : 19963
नअं : 31 : 33898
आढ : 31 : 21653
यअं : 31 : 19070
जइ : 31 : 21113
दर : 31 : 19292
अंस : 31 : 16925
हए : 30 : 216133
सई : 30 : 14773
रअं : 30 : 16388
रम : 30 : 17963
जए : 29 : 28364
ओण : 29 : 24285
षआ : 29 : 21588
इण : 29 : 10391
रथ : 29 : 20029
एच : 28 : 20735
गओ : 28 : 17608
कइ : 28 : 18438
ईय : 28 : 22515
अंट : 28 : 10258
डइ : 28 : 14339
अख : 28 : 17617
इद : 28 : 15592
टए : 27 : 13687
शर : 27 : 10520
ओग : 27 : 17734
रग : 27 : 15711
ठआ : 27 : 16142
फआ : 27 : 12174
ओज : 27 : 16783
ओप : 27 : 13450
नउ : 27 : 15591
भइ : 27 : 9259
ठए : 27 : 13905
झआ : 26 : 51401
जय : 26 : 20748
ईअं : 26 : 20709
आख : 26 : 21945
एम : 26 : 13069
दध : 26 : 17880
उळ : 25 : 32855
पए : 25 : 15762
लल : 25 : 13509
आऱ : 25 : 12702
गई : 25 : 14853
ओत : 24 : 67841
उम : 24 : 20082
भऊ : 24 : 10443
कऋ : 24 : 9710
चअं : 23 : 19304
पइ : 23 : 11123
आष : 23 : 20454
इज : 23 : 12218
अंघ : 23 : 11293
एख : 22 : 15698
गए : 22 : 24108
बई : 22 : 10209
बअं : 22 : 16377
उख : 22 : 17436
कय : 22 : 13467
शव : 22 : 10199
रश : 22 : 9699
एळ : 21 : 26862
ईस : 21 : 11826
खय : 21 : 16021
ओब : 21 : 13201
बइ : 21 : 8615
थइ : 21 : 14060
बओ : 21 : 13026
पअं : 21 : 9776
अथ : 21 : 10201
ऊल : 21 : 7550
पई : 20 : 12834
डऊ : 20 : 14726
सप : 20 : 12788
ओह : 20 : 9351
एड : 20 : 6997
ओन : 19 : 20391
गइ : 19 : 13932
इध : 19 : 17026
सक : 19 : 9541
तअं : 19 : 10588
ईच : 19 : 13663
अंज : 19 : 10646
ऊक : 19 : 9724
ओध : 19 : 13277
कअं : 19 : 7844
ओळ : 19 : 8478
ळय : 19 : 7895
षइ : 19 : 5785
नओ : 19 : 9305
ऋष : 19 : 7047
णऊ : 18 : 20996
दओ : 18 : 20812
इच : 18 : 16106
रण : 18 : 20845
नह : 18 : 13920
अंम : 18 : 12481
कक : 18 : 12971
दद : 18 : 10072
रज : 18 : 10421
अंभ : 18 : 6759
एह : 18 : 7956
उष : 18 : 6693
मऊ : 18 : 6452
अढ : 18 : 6824
अआ : 18 : 5463
एग : 18 : 7762
उण : 17 : 13824
उव : 17 : 9822
षए : 17 : 10697
रट : 17 : 7191
अघ : 17 : 6796
फए : 17 : 7891
जऊ : 17 : 9282
आइ : 17 : 6067
इप : 17 : 3937
अंव : 16 : 20913
बए : 16 : 9547
खए : 16 : 13470
आऊ : 16 : 11474
एद : 16 : 9743
ओष : 16 : 9336
हउ : 16 : 7783
अअँ : 16 : 7246
कऊ : 16 : 6550
डओ : 16 : 5747
आभ : 16 : 6020
इह : 16 : 6287
रध : 16 : 6601
वअं : 16 : 5998
ईप : 16 : 4858
थए : 15 : 18049
तऊ : 15 : 19230
लह : 15 : 10623
टओ : 15 : 7652
उट : 15 : 8815
ईम : 15 : 5971
ऑल : 15 : 6510
जञ : 15 : 7040
कस : 15 : 5786
एप : 15 : 3952
उध : 15 : 4847
ऑर : 15 : 4135
टइ : 15 : 4465
भए : 14 : 9800
अष : 14 : 7247
ऊम : 14 : 6337
जओ : 14 : 9707
बर : 14 : 6046
अअ : 14 : 5676
उभ : 14 : 7781
णउ : 14 : 6283
कट : 14 : 6725
षई : 14 : 6503
अऱ : 14 : 5950
खओ : 14 : 5704
वऋ : 14 : 5085
वऐ : 14 : 5808
टट : 14 : 4726
ऊत : 14 : 5384
टय : 14 : 3572
इभ : 13 : 6475
पऐ : 13 : 6909
रक : 13 : 6042
कऑ : 13 : 5462
रभ : 13 : 4117
षठ : 13 : 5215
एब : 13 : 5455
उज : 13 : 3275
एज : 13 : 4119
यई : 13 : 4610
अंश : 13 : 5788
ऍन : 13 : 3309
इग : 13 : 3454
ईअ : 13 : 3851
अफ : 13 : 2710
ओठ : 12 : 11842
रच : 12 : 11357
नस : 12 : 5417
वऊ : 12 : 8207
यऊ : 12 : 7470
छअ : 12 : 7153
फइ : 12 : 5761
कऍ : 12 : 3975
हऊ : 12 : 6652
नन : 12 : 5784
चछ : 12 : 6238
ओव : 12 : 4422
उग : 12 : 4814
रद : 12 : 4581
जउ : 12 : 5411
तम : 12 : 5417
षय : 12 : 4816
पप : 12 : 4255
ऍक : 12 : 3014
झअ : 11 : 8446
ओद : 11 : 6923
बउ : 11 : 7298
लप : 11 : 7299
धउ : 11 : 4720
चऔ : 11 : 5781
ऑक : 11 : 5525
गऋ : 11 : 4114
इथ : 11 : 5467
इड : 11 : 4179
ऱअ : 11 : 4041
ईट : 11 : 5317
इघ : 11 : 3106
शय : 10 : 9286
धऊ : 10 : 5256
शओ : 10 : 8498
डय : 10 : 4882
फओ : 10 : 7371
दऊ : 10 : 6204
ओअ : 10 : 7382
पत : 10 : 5336
रड : 10 : 5786
शउ : 10 : 4587
षक : 10 : 3032
दऋ : 10 : 3299
और : 10 : 3433
ऐर : 10 : 2814
तस : 10 : 4025
ईड : 10 : 4904
पल : 10 : 2745
आफ : 10 : 3077
ईब : 10 : 2640
ईए : 10 : 2370
अई : 9 : 12596
ऊप : 9 : 7956
हय : 9 : 7448
अंख : 9 : 4296
ओअं : 9 : 7036
भई : 9 : 5400
ऑट : 9 : 3416
ऋह : 9 : 3468
ञआ : 9 : 4329
भओ : 9 : 3346
घय : 9 : 4150
खअं : 9 : 3150
उड : 9 : 4231
ओम : 9 : 3629
उठ : 9 : 4241
धओ : 9 : 4036
छआ : 9 : 3948
अठ : 9 : 3690
ओस : 9 : 4342
ऑन : 9 : 3875
ढआ : 9 : 3457
लऑ : 9 : 2208
तक : 9 : 3305
बऑ : 9 : 3624
ओय : 9 : 2805
ऍम : 9 : 2486
षण : 9 : 2473
ळऊ : 9 : 3207
सम : 9 : 2865
उश : 9 : 1772
इब : 9 : 1894
ईश : 9 : 1716
एथ : 8 : 16360
खई : 8 : 10625
थई : 8 : 8478
मय : 8 : 7197
एऊ : 8 : 10724
एष : 8 : 6627
उच : 8 : 5336
मऋ : 8 : 5493
तप : 8 : 5474
खउ : 8 : 3494
घओ : 8 : 4464
दव : 8 : 3310
हऑ : 8 : 3543
लऊ : 8 : 3662
शच : 8 : 4671
फउ : 8 : 4431
गण : 8 : 3796
ऐद : 8 : 3031
मप : 8 : 2429
ओघ : 8 : 2745
मऍ : 8 : 2319
चओ : 8 : 2952
थओ : 8 : 3042
तऋ : 8 : 2270
फर : 8 : 2452
बऍ : 8 : 2041
ऑप : 8 : 1782
यय : 8 : 1367
णइ : 7 : 83785
ढए : 7 : 5436
उढ : 7 : 8036
आझ : 7 : 7406
ठइ : 7 : 5309
चच : 7 : 5401
गन : 7 : 3691
सय : 7 : 5098
अँक : 7 : 4193
गअं : 7 : 3259
आथ : 7 : 4599
लउ : 7 : 4154
ईज : 7 : 2465
ईठ : 7 : 2890
ऊस : 7 : 3563
धए : 7 : 4437
थय : 7 : 3393
ओख : 7 : 2355
ऑस : 7 : 2392
रफ : 7 : 2767
इफ : 7 : 1681
अंय : 7 : 2354
ऊट : 7 : 2178
ऐन : 7 : 2403
ऐश : 7 : 2045
फई : 7 : 2136
एय : 7 : 2417
जज : 7 : 2052
दऐ : 7 : 1501
लऍ : 7 : 1540
अँग : 6 : 7230
आअँ : 6 : 6736
गय : 6 : 6405
रस : 6 : 3216
णअं : 6 : 3331
आघ : 6 : 3790
ढई : 6 : 3879
ऑफ : 6 : 3326
ओश : 6 : 2784
ईह : 6 : 4546
ऐक : 6 : 3480
लड : 6 : 2369
ञअ : 6 : 2654
कल : 6 : 2375
बऊ : 6 : 2632
पऍ : 6 : 2026
धद : 6 : 1724
झए : 6 : 2198
गऐ : 6 : 1927
ऍट : 6 : 1939
ऊड : 6 : 1500
ऍप : 6 : 1972
मऐ : 6 : 2502
रप : 6 : 1432
रऑ : 6 : 1604
पऑ : 6 : 1405
ऊज : 6 : 1492
ठओ : 6 : 2040
इख : 6 : 1594
ऐल : 6 : 1403
खइ : 6 : 1073
दऔ : 6 : 1034
अए : 6 : 813
तन : 5 : 8031
डऑ : 5 : 6170
खऊ : 5 : 4831
ऊण : 5 : 2870
भय : 5 : 2952
औक : 5 : 3442
गऊ : 5 : 2973
ऊळ : 5 : 2369
बऐ : 5 : 3391
ऊच : 5 : 2006
इओ : 5 : 2317
झई : 5 : 2420
कऔ : 5 : 2100
सऐ : 5 : 2135
टऑ : 5 : 1506
ऋद : 5 : 1678
पय : 5 : 1724
टऍ : 5 : 1370
भर : 5 : 1318
बल : 5 : 1471
रऍ : 5 : 1424
अँड : 5 : 1594
छओ : 5 : 1340
घउ : 5 : 1354
ळअं : 5 : 1343
ऊष : 5 : 1212
इझ : 5 : 1352
डड : 5 : 1188
अंढ : 5 : 1172
ईद : 5 : 1079
रघ : 5 : 1037
ऊब : 5 : 747
ऐव : 5 : 880
चऍ : 5 : 820
मर : 5 : 868
बद : 4 : 3077
ऐस : 4 : 3714
रन : 4 : 2951
भउ : 4 : 2364
ओच : 4 : 3458
अऍ : 4 : 2986
हऐ : 4 : 2075
ऐठ : 4 : 3013
डर : 4 : 1960
यइ : 4 : 1885
ईण : 4 : 2655
पट : 4 : 1729
दअं : 4 : 1727
चउ : 4 : 2568
फऑ : 4 : 1721
शअं : 4 : 2017
शम : 4 : 1358
सऔ : 4 : 1430
फट : 4 : 1186
सल : 4 : 1852
मम : 4 : 1656
ऊद : 4 : 1506
कश : 4 : 1142
टव : 4 : 1341
गऔ : 4 : 1085
टऊ : 4 : 1570
सफ : 4 : 1061
उझ : 4 : 916
पऋ : 4 : 1421
ऐत : 4 : 964
फऊ : 4 : 914
ऑम : 4 : 1122
कऐ : 4 : 975
नव : 4 : 821
इए : 4 : 972
उब : 4 : 689
सन : 4 : 967
वऑ : 4 : 647
ऊअं : 4 : 700
ऊअ : 4 : 700
शऊ : 4 : 711
धव : 4 : 547
ओई : 3 : 4725
एई : 3 : 2991
अंह : 3 : 2267
एफ : 3 : 1588
झओ : 3 : 2288
अंर : 3 : 1553
वओ : 3 : 2045
बय : 3 : 1412
मऑ : 3 : 1956
लस : 3 : 1323
वर : 3 : 1254
नऐ : 3 : 1189
फल : 3 : 1242
थअं : 3 : 1398
लट : 3 : 1082
रल : 3 : 1413
औत : 3 : 1204
एध : 3 : 1391
शऐ : 3 : 1321
ऋश : 3 : 839
षम : 3 : 1123
टस : 3 : 887
गद : 3 : 1037
ऍड : 3 : 1052
मब : 3 : 1082
थऊ : 3 : 1015
हअं : 3 : 985
फऍ : 3 : 1042
अंथ : 3 : 782
शऑ : 3 : 735
जऐ : 3 : 914
सऑ : 3 : 966
जअं : 3 : 894
इठ : 3 : 674
चऊ : 3 : 1074
ईआ : 3 : 823
ऍश : 3 : 824
शल : 3 : 568
डउ : 3 : 729
वव : 3 : 714
ऍल : 3 : 490
उह : 3 : 607
भअं : 3 : 621
औद : 3 : 577
एठ : 3 : 652
छए : 3 : 462
षप : 3 : 456
ढय : 3 : 497
औऱ : 3 : 515
रर : 3 : 411
खर : 3 : 420
गल : 3 : 437
ऋप : 3 : 406
नऔ : 3 : 356
ंअं : 2 : 32667
शन : 2 : 5633
झय : 2 : 4397
ठय : 2 : 3857
ओऊ : 2 : 4815
नम : 2 : 2957
उघ : 2 : 2394
ढऊ : 2 : 1640
बब : 2 : 1463
ऑग : 2 : 1274
ऑड : 2 : 1140
छइ : 2 : 1000
हऍ : 2 : 1204
पऔ : 2 : 1009
ऊव : 2 : 808
हऋ : 2 : 765
औअं : 2 : 752
औअ : 2 : 752
ईओ : 2 : 726
णण : 2 : 759
कव : 2 : 765
ऍस : 2 : 755
गऍ : 2 : 1038
अऊ : 2 : 820
इढ : 2 : 658
थव : 2 : 763
ऋथ : 2 : 763
ऊह : 2 : 724
ओफ : 2 : 602
औथ : 2 : 610
लम : 2 : 615
ऐअं : 2 : 708
ऐअ : 2 : 708
आआ : 2 : 578
ठठ : 2 : 846
घऊ : 2 : 726
ईष : 2 : 583
लफ : 2 : 568
दभ : 2 : 468
ऍग : 2 : 570
सऋ : 2 : 441
रऔ : 2 : 484
ऐध : 2 : 479
नऍ : 2 : 456
धर : 2 : 427
जऑ : 2 : 471
ऑय : 2 : 516
दम : 2 : 449
तऐ : 2 : 475
झइ : 2 : 406
ईग : 2 : 402
बज : 2 : 403
शऔ : 2 : 401
हम : 2 : 495
ईभ : 2 : 374
अँट : 2 : 339
ऑव : 2 : 369
डअं : 2 : 415
ङअ : 2 : 227
टअं : 2 : 354
भऔ : 2 : 315
ऑज : 2 : 306
टउ : 2 : 333
औज : 2 : 284
फऔ : 2 : 284
नऊ : 2 : 275
ऍब : 2 : 308
ऊग : 2 : 302
उफ : 2 : 272
रब : 2 : 285
ऍर : 2 : 270
ळउ : 2 : 259
घअं : 2 : 265
ईफ : 2 : 243
थऑ : 2 : 222
औग : 2 : 222
जव : 2 : 227
ःअः : 1 : 5059
लव : 1 : 3222
बध : 1 : 2863
पन : 1 : 1362
ऑअं : 1 : 1273
ऑअ : 1 : 1273
लऐ : 1 : 1084
ऊध : 1 : 996
ँअँ : 1 : 993
नट : 1 : 907
ऐय : 1 : 807
ओढ : 1 : 734
णड : 1 : 664
मऔ : 1 : 640
झउ : 1 : 630
लक : 1 : 575
सऍ : 1 : 560
दघ : 1 : 529
ऋक : 1 : 504
नऋ : 1 : 488
ऍअं : 1 : 485
ऍअ : 1 : 485
नड : 1 : 480
औश : 1 : 467
ऊझ : 1 : 460
ऍच : 1 : 457
ईख : 1 : 412
औध : 1 : 411
झअं : 1 : 369
ऐभ : 1 : 368
फअं : 1 : 352
गग : 1 : 341
छउ : 1 : 330
औढ : 1 : 328
अँच : 1 : 295
ऐज : 1 : 276
औच : 1 : 270
ठअं : 1 : 259
बऔ : 1 : 256
जऍ : 1 : 254
एघ : 1 : 246
नश : 1 : 235
ऱह : 1 : 234
अंल : 1 : 225
ढअं : 1 : 223
औट : 1 : 221
ढओ : 1 : 214
सर : 1 : 211
छई : 1 : 201
घई : 1 : 201
ओआ : 1 : 198
चऑ : 1 : 195
अंठ : 1 : 184
औम : 1 : 177
छअं : 1 : 173
गव : 1 : 172
नच : 1 : 162
आउ : 1 : 160
औप : 1 : 156
शत : 1 : 152
ईध : 1 : 150
डऍ : 1 : 147
औघ : 1 : 144
षअं : 1 : 143
घइ : 1 : 140
ऐच : 1 : 136
ऍफ : 1 : 135
ईई : 1 : 133
ऑब : 1 : 133
ऊढ : 1 : 133
रख : 1 : 131
झऑ : 1 : 130
एझ : 1 : 130
धऐ : 1 : 129
गध : 1 : 126
फय : 1 : 122
कझ : 1 : 120
सस : 1 : 119
लग : 1 : 118
यऑ : 1 : 118
ऊय : 1 : 118
ळळ : 1 : 117
उय : 1 : 117
पश : 1 : 116
ऊश : 1 : 116
फफ : 1 : 116
चऐ : 1 : 111
खख : 1 : 110
मस : 1 : 109
ऋढ : 1 : 109
एऱ : 1 : 107
औड : 1 : 106
अझ : 1 : 106
औन : 1 : 104
रह : 1 : 103
ओथ : 1 : 103
थउ : 1 : 102
ईझ : 1 : 101
औय : 1 : 100
गट : 1 : 99
ऑश : 1 : 99
तख : 1 : 98
ऍथ : 1 : 98
ऩअ : 1 : 21
ऴअ : 1 : 16
ऍङ : 1 : 1
अःऐ : 1 : 1
ऐअः : 1 : 1
ऐऐ : 1 : 1
अऄ : 1 : 1
