avg_precision : avg_recall : avg_f_score
5.059196514632342 : 14.326971181702639 : 7.443371880716082
precision_per_sentence : recall_per_sentence : f_score_per_sentence
1.3513513513513513 : 4.545454545454546 : 2.083333333333333
5.0 : 14.285714285714286 : 7.407407407407408
5.555555555555555 : 17.391304347826086 : 8.421052631578947
0.0 : 0.0 : 0
4.3478260869565215 : 14.285714285714286 : 6.666666666666667
5.2631578947368425 : 16.666666666666668 : 8.0
0.0 : 0.0 : 0
6.666666666666667 : 22.22222222222222 : 10.256410256410257
0.0 : 0.0 : 0
6.0606060606060606 : 20.0 : 9.30232558139535
13.636363636363637 : 30.0 : 18.75
7.142857142857143 : 22.22222222222222 : 10.810810810810812
3.4482758620689653 : 11.11111111111111 : 5.2631578947368425
6.666666666666667 : 20.0 : 10.0
8.823529411764707 : 23.076923076923077 : 12.765957446808512
14.583333333333334 : 41.1764705882353 : 21.53846153846154
3.3333333333333335 : 12.5 : 5.2631578947368425
3.7037037037037037 : 11.11111111111111 : 5.555555555555555
0.0 : 0.0 : 0
3.7037037037037037 : 12.5 : 5.714285714285715
0.0 : 0.0 : 0
10.526315789473685 : 22.22222222222222 : 14.285714285714286
0.0 : 0.0 : 0
16.666666666666668 : 42.857142857142854 : 24.000000000000004
0.0 : 0.0 : 0
