Char : Freq_in_tokens : Freq_in_corpus
चई : 12 : 103850
सए : 12 : 66742
अश : 12 : 46044
आद : 12 : 30821
अंन : 11 : 112363
थअ : 11 : 62382
दए : 11 : 65865
शइ : 11 : 43268
वई : 11 : 40103
मह : 11 : 47444
सत : 11 : 34092
अंब : 11 : 38853
एव : 11 : 33914
उक : 11 : 24518
अट : 11 : 31631
धआ : 11 : 26019
कई : 10 : 44550
ठअ : 10 : 52867
ठई : 10 : 59339
आठ : 10 : 61518
दइ : 10 : 55549
तइ : 10 : 35997
सथ : 10 : 35981
इस : 10 : 30715
इर : 10 : 29322
हए : 9 : 218113
तए : 9 : 105210
एक : 9 : 84247
वए : 9 : 60627
सउ : 9 : 49913
एश : 9 : 42324
पउ : 9 : 38816
मइ : 9 : 43940
धई : 9 : 31293
उप : 9 : 27928
उर : 9 : 37331
कत : 9 : 30411
ओल : 9 : 30335
अंध : 9 : 20193
उम : 9 : 14862
भअ : 8 : 61807
नई : 8 : 86243
टई : 8 : 41803
ओत : 8 : 63551
णए : 8 : 44711
णई : 8 : 43146
मओ : 8 : 35049
इय : 8 : 33531
ढअ : 8 : 39289
नअं : 8 : 29227
शए : 8 : 24479
अज : 8 : 29374
आष : 8 : 19546
अग : 8 : 25859
अभ : 8 : 17461
अळ : 8 : 18478
ऋत : 8 : 17824
एअं : 8 : 15484
अच : 8 : 15751
अंड : 7 : 37878
कओ : 7 : 35350
दई : 7 : 31854
वह : 7 : 28002
जई : 7 : 29536
इअं : 7 : 31102
इअ : 7 : 31102
आब : 7 : 25534
कर : 7 : 23503
इन : 7 : 22170
पओ : 7 : 23489
घए : 7 : 29503
अप : 7 : 27852
ऊर : 7 : 30171
तउ : 7 : 18802
धइ : 7 : 20135
टर : 7 : 19061
खआ : 7 : 20619
आळ : 7 : 20261
रय : 7 : 21111
ओग : 7 : 18611
मअं : 7 : 22649
ओज : 7 : 15538
रथ : 7 : 19059
यओ : 7 : 15928
नय : 7 : 12591
तत : 7 : 15263
कक : 7 : 12223
तओ : 6 : 40579
रव : 6 : 35422
डई : 6 : 27403
मए : 6 : 22493
ळआ : 6 : 25213
झआ : 6 : 48000
ळए : 6 : 41937
उअं : 6 : 16643
शआ : 6 : 28342
रऊ : 6 : 32721
गआ : 6 : 27383
दओ : 6 : 18699
पऊ : 6 : 30528
लइ : 6 : 20349
सव : 6 : 21442
एळ : 6 : 21352
थआ : 6 : 19182
गए : 6 : 19368
इध : 6 : 12868
उत : 6 : 15894
दर : 6 : 15662
अंप : 6 : 16354
जइ : 6 : 13131
ईय : 6 : 15833
ईत : 6 : 17473
ओध : 6 : 13518
ओब : 6 : 12268
घआ : 6 : 13361
फअ : 5 : 59544
मई : 5 : 40483
शई : 5 : 32710
ळई : 5 : 31115
उळ : 5 : 29371
ओक : 5 : 23790
लओ : 5 : 23368
दय : 5 : 24983
उअ : 5 : 16452
सऊ : 5 : 30063
सओ : 5 : 21903
एट : 5 : 17942
कइ : 5 : 17154
रष : 5 : 19568
वय : 5 : 29205
ओन : 5 : 19154
ओर : 5 : 18161
दध : 5 : 16664
रण : 5 : 18835
ओण : 5 : 17112
ओट : 5 : 14838
चइ : 5 : 16496
खए : 5 : 13236
उल : 5 : 17560
आख : 5 : 17237
ईअं : 5 : 12420
आक : 5 : 16583
खय : 5 : 16252
इश : 5 : 11106
नह : 5 : 11829
एअ : 5 : 9228
आध : 5 : 12085
अंक : 5 : 13107
ईर : 5 : 8785
थइ : 5 : 10536
ओष : 5 : 9787
आड : 5 : 7870
उद : 5 : 8679
लअं : 4 : 22956
डए : 4 : 33109
दउ : 4 : 22753
जए : 4 : 26560
गउ : 4 : 16919
यउ : 4 : 15496
गर : 4 : 19191
छअ : 4 : 14434
आट : 4 : 15854
उन : 4 : 15578
डऊ : 4 : 11595
आई : 4 : 13276
यअं : 4 : 12128
इष : 4 : 12046
षआ : 4 : 14558
रम : 4 : 15911
जय : 4 : 13398
बअं : 4 : 10786
तऊ : 4 : 11665
नउ : 4 : 12364
उस : 4 : 12672
ईन : 4 : 14416
रग : 4 : 12118
उख : 4 : 12768
ईस : 4 : 6599
खई : 4 : 11211
लह : 4 : 10561
भऊ : 4 : 9488
लल : 4 : 10379
जओ : 4 : 8617
तव : 4 : 8439
ओठ : 4 : 11046
ऊक : 4 : 9148
अब : 4 : 9474
अख : 4 : 8464
अअँ : 4 : 6250
णऊ : 3 : 16759
कउ : 3 : 18574
इळ : 3 : 17957
सइ : 3 : 16863
आढ : 3 : 20638
अंव : 3 : 16615
पई : 3 : 14031
गओ : 3 : 13414
इच : 3 : 13014
इम : 3 : 11152
ओड : 3 : 13312
एस : 3 : 14584
अँग : 3 : 7224
अंट : 3 : 9578
रश : 3 : 8038
थई : 3 : 7819
ऱअ : 3 : 10428
अंज : 3 : 9009
ठआ : 3 : 11222
एण : 3 : 11176
गइ : 3 : 9421
मय : 3 : 7049
एख : 3 : 9732
ऊप : 3 : 8431
सक : 3 : 6382
षए : 3 : 8408
रज : 3 : 8898
सप : 3 : 10511
कअं : 3 : 5331
कट : 3 : 6608
ओप : 3 : 8286
एर : 3 : 6577
अढ : 3 : 6082
रच : 3 : 6663
उढ : 3 : 6858
चऔ : 3 : 5781
उण : 3 : 7730
हउ : 3 : 5255
अंभ : 3 : 4665
ऊम : 3 : 5301
दद : 3 : 6848
एद : 3 : 6104
चछ : 3 : 6238
पऐ : 3 : 6460
पत : 3 : 4509
भई : 3 : 4261
शव : 3 : 5447
फओ : 3 : 4016
बऐ : 3 : 3396
ंअं : 2 : 56018
झअ : 2 : 21158
चअं : 2 : 16887
अई : 2 : 11463
टए : 2 : 13182
पए : 2 : 13279
ठए : 2 : 9865
शय : 2 : 7553
थए : 2 : 13920
एथ : 2 : 12682
गई : 2 : 8675
डइ : 2 : 8874
ऱय : 2 : 12471
वऊ : 2 : 8197
आअँ : 2 : 6556
बओ : 2 : 9123
अंघ : 2 : 8154
तन : 2 : 5816
ळय : 2 : 6470
एष : 2 : 5031
एम : 2 : 6550
रत : 2 : 6555
एऊ : 2 : 5991
लप : 2 : 6458
डऑ : 2 : 6170
इद : 2 : 6589
शर : 2 : 8474
रअं : 2 : 7725
अंस : 2 : 7013
भए : 2 : 7343
तअं : 2 : 6913
टआ : 2 : 7026
आझ : 2 : 7357
ञअ : 2 : 5230
जञ : 2 : 5557
डओ : 2 : 5140
ठइ : 2 : 4737
रध : 2 : 5635
इण : 2 : 5030
एन : 2 : 5662
ढए : 2 : 4957
गय : 2 : 5003
इज : 2 : 6330
ओऊ : 2 : 4815
यऊ : 2 : 5582
फआ : 2 : 5763
उट : 2 : 5210
शच : 2 : 4677
बध : 2 : 2948
पअं : 2 : 3050
षइ : 2 : 4534
कय : 2 : 4885
चच : 2 : 4420
ओळ : 2 : 2975
अघ : 2 : 4409
रभ : 2 : 4274
मऋ : 2 : 2884
बद : 2 : 2906
एह : 2 : 2801
ईव : 2 : 4434
ळऊ : 2 : 4291
भइ : 2 : 4353
एब : 2 : 2524
तम : 2 : 4136
जऊ : 2 : 4261
आश : 2 : 3215
ऐक : 2 : 2426
टओ : 2 : 3759
णउ : 2 : 3687
तस : 2 : 3784
ऊण : 2 : 2998
तप : 2 : 3778
उग : 2 : 3500
अअ : 2 : 3754
इह : 2 : 3566
ओह : 2 : 1898
औक : 2 : 2763
घओ : 2 : 2495
उष : 2 : 2953
ऑन : 2 : 3272
नम : 2 : 2038
ऐठ : 2 : 2935
ङअ : 2 : 227
णइ : 1 : 81340
सट : 1 : 18767
सई : 1 : 15542
एच : 1 : 8534
बई : 1 : 8056
डआ : 1 : 7765
फए : 1 : 7233
आऱ : 1 : 5979
कऑ : 1 : 5841
इभ : 1 : 5575
वऐ : 1 : 5510
एग : 1 : 5457
बर : 1 : 5249
मऊ : 1 : 5219
बए : 1 : 5160
अंम : 1 : 5155
षठ : 1 : 5076
ःअः : 1 : 5059
ऊल : 1 : 5028
शन : 1 : 4918
पइ : 1 : 4787
कस : 1 : 4709
इट : 1 : 4648
नन : 1 : 4643
ओद : 1 : 4583
यई : 1 : 4479
रस : 1 : 4473
ओई : 1 : 4272
नस : 1 : 4267
शउ : 1 : 4169
बइ : 1 : 4149
रट : 1 : 4137
खऊ : 1 : 4066
बउ : 1 : 4038
नओ : 1 : 4020
कऍ : 1 : 3975
घय : 1 : 3633
झय : 1 : 3591
ऑल : 1 : 3559
ठय : 1 : 3557
रक : 1 : 3329
उव : 1 : 3312
शओ : 1 : 3256
अष : 1 : 3244
फउ : 1 : 3187
लव : 1 : 3150
ऋह : 1 : 3138
उठ : 1 : 3072
अऍ : 1 : 2989
रड : 1 : 2969
ओअं : 1 : 2915
ओअ : 1 : 2915
धऊ : 1 : 2857
हऑ : 1 : 2854
आऊ : 1 : 2852
कऋ : 1 : 2824
णअं : 1 : 2805
खउ : 1 : 2770
ँअँ : 1 : 2703
ओघ : 1 : 2677
लउ : 1 : 2673
खओ : 1 : 2661
ऑफ : 1 : 2652
उच : 1 : 2646
एई : 1 : 2564
दऋ : 1 : 2557
आथ : 1 : 2511
मऐ : 1 : 2502
ऍट : 1 : 2476
ऐन : 1 : 2435
अथ : 1 : 2416
और : 1 : 2411
अऱ : 1 : 2372
आघ : 1 : 2324
षई : 1 : 2260
बऑ : 1 : 2236
ईठ : 1 : 2224
फई : 1 : 2217
हऐ : 1 : 2184
धओ : 1 : 2169
ऊस : 1 : 2163
पप : 1 : 2125
ऊत : 1 : 2122
लड : 1 : 2113
भय : 1 : 2105
उघ : 1 : 2101
अंअ : 1 : 2093
दऊ : 1 : 2067
मऍ : 1 : 2048
फइ : 1 : 2047
लस : 1 : 2038
कऊ : 1 : 2033
कऔ : 1 : 2011
गण : 1 : 1994
ऐस : 1 : 1991
गअं : 1 : 1986
अंख : 1 : 1973
अँक : 1 : 1968
जउ : 1 : 1943
ढई : 1 : 1926
ञआ : 1 : 1921
बऍ : 1 : 1917
ऊट : 1 : 1892
पऍ : 1 : 1889
अंह : 1 : 1880
ओम : 1 : 1866
ऑक : 1 : 1864
षण : 1 : 1863
मऑ : 1 : 1860
आइ : 1 : 1858
ईम : 1 : 1854
अँड : 1 : 1828
ईट : 1 : 1823
हय : 1 : 1821
पट : 1 : 1809
सय : 1 : 1803
अआ : 1 : 1779
ओच : 1 : 1769
आभ : 1 : 1759
उध : 1 : 1731
हऊ : 1 : 1725
गऊ : 1 : 1721
अंर : 1 : 1719
सऔ : 1 : 1713
दव : 1 : 1677
भओ : 1 : 1673
वऋ : 1 : 1648
धउ : 1 : 1627
लऊ : 1 : 1591
भउ : 1 : 1591
ईक : 1 : 1573
मप : 1 : 1552
ऩअ : 1 : 21
ऴअ : 1 : 16
ऍङ : 1 : 1
अःऐ : 1 : 1
ऐअः : 1 : 1
ऐऐ : 1 : 1
अऄ : 1 : 1
